CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15565909,Wagner,516,Spain,Male,25,3,0.0,1,0,1,59671.29,0
15565910,Gomez,749,Spain,Female,58,0,98225.24,2,1,0,151857.65,0
15565911,Schmidt,578,France,Male,33,4,125852.8,1,1,0,198657.84,0
15565912,Becker,654,Spain,Female,34,7,125246.33,1,0,0,189021.94,0
15565913,Bernard,643,France,Male,22,7,0.0,2,1,1,195874.9,0
15565914,Laurent,672,France,Female,66,6,0.0,1,1,1,20418.18,0
15565915,Gonzalez,439,France,Female,33,6,0.0,2,1,1,124934.99,0
15565916,Hoffmann,617,Spain,Female,25,7,154440.34,1,1,1,173204.0,0
15565917,Weber,757,Germany,Male,29,7,139729.94,1,1,1,176037.42,0
15565918,Mueller,771,France,Male,31,0,179525.33,2,0,0,102572.6,0
15565919,Richard,554,Spain,Male,37,1,90062.77,2,1,0,12194.33,0
15565920,Becker,738,France,Male,38,9,0.0,2,1,1,155996.1,0
15565921,Becker,576,Germany,Male,41,7,124085.57,2,1,1,188356.9,0
15565922,Rodriguez,614,Germany,Female,38,0,138089.08,2,1,0,10811.32,1
15565923,Rodriguez,619,France,Female,44,8,149360.5,1,0,1,18305.07,0
15565924,Martin,660,France,Male,34,8,0.0,1,1,1,157006.89,0
15565925,Hoffmann,746,Spain,Male,53,9,0.0,1,1,1,157980.92,0
15565926,Hoffmann,675,France,Female,49,1,94937.74,1,1,0,49995.16,1
15565927,Garcia,637,Germany,Female,39,5,156070.94,1,1,0,146306.2,0
15565928,Meyer,742,Germany,Male,31,3,100714.46,1,1,1,177793.9,0
15565929,Schneider,572,Germany,Male,22,9,110682.86,1,0,1,58945.9,0
15565930,Becker,642,France,Female,42,6,91601.3,2,1,0,94913.53,1
15565931,Weber,745,France,Female,63,1,148391.32,2,1,1,102376.9,0
15565932,Durand,700,France,Male,36,9,0.0,2,1,1,88722.17,0
15565933,Hoffmann,605,Spain,Female,39,0,122070.8,1,1,0,72010.8,0
15565934,Martin,504,France,Female,60,8,0.0,2,1,0,197972.85,0
15565935,Martin,679,France,Male,37,8,104190.1,2,1,0,118395.27,0
15565936,Weber,498,Spain,Female,38,8,90318.58,2,0,1,145872.18,0
15565937,Wagner,629,Spain,Male,43,4,108260.56,2,1,1,30254.07,0
15565938,Hoffmann,763,France,Female,43,2,0.0,1,0,1,106805.77,0
15565939,Weber,707,Spain,Male,37,5,173784.28,2,0,1,180253.71,0
15565940,Martin,455,Germany,Male,34,9,104639.71,1,1,0,145517.39,0
15565941,Gonzalez,669,France,Female,38,0,130589.77,3,0,0,63179.63,0
15565942,Moreau,619,France,Female,27,9,118875.44,2,0,0,170141.24,0
15565943,Thomas,527,Germany,Female,48,7,125016.67,1,1,1,19951.96,0
15565944,Durand,682,Spain,Male,52,9,178558.63,1,0,0,197244.06,0
15565945,Richard,602,France,Male,20,3,123222.3,1,1,1,153976.97,0
15565946,Dubois,603,France,Female,51,1,84599.22,2,0,1,190670.65,0
15565947,Wagner,661,France,Female,37,10,76963.62,2,1,0,172517.72,0
15565948,Moreau,589,Germany,Female,64,3,172507.56,2,0,1,156514.7,0
15565949,Hoffmann,659,France,Male,45,0,120402.3,1,1,1,94042.73,0
15565950,Robert,593,France,Male,35,9,0.0,1,0,1,163437.01,0
15565951,Martin,598,Germany,Male,30,9,111758.43,2,0,1,24435.3,0
15565952,Gomez,745,Spain,Female,37,7,109478.0,2,1,0,53364.23,0
15565953,Laurent,755,Germany,Female,42,5,61237.73,1,1,1,178623.56,0
15565954,Rodriguez,485,France,Male,44,0,82945.95,1,1,0,142826.42,0
15565955,Fischer,721,France,Male,46,0,139005.49,1,0,1,45405.53,0
15565956,Lopez,784,France,Male,64,1,0.0,1,1,1,88951.25,0
15565957,Wagner,799,Spain,Female,48,6,172031.0,1,1,0,145545.63,1
15565958,Schmidt,699,Spain,Male,30,1,168306.17,1,1,1,161297.17,0
15565959,Fischer,548,France,Female,48,2,0.0,1,1,1,169680.66,1
15565960,Moreau,710,France,Male,39,10,137271.83,2,1,1,38113.29,0
15565961,Martin,566,Germany,Male,30,8,136318.63,2,1,1,11293.75,0
15565962,Sanchez,617,Germany,Male,18,0,87973.58,2,1,0,35545.81,0
15565963,Hoffmann,686,France,Female,56,8,109235.64,1,0,0,103528.73,1
15565964,Sanchez,572,Spain,Male,42,5,149489.25,1,1,1,185133.19,1
15565965,Meyer,539,Spain,Female,50,8,141108.41,2,0,0,46818.62,0
15565966,Martin,694,Germany,Female,40,9,146798.64,2,1,0,156557.61,0
15565967,Rodriguez,829,Spain,Male,55,10,90306.44,2,1,0,138982.43,0
15565968,Hoffmann,769,Spain,Male,57,7,0.0,1,1,0,193125.81,1
15565969,Durand,717,Spain,Female,36,6,0.0,1,1,0,65254.81,1
15565970,Bernard,744,Spain,Male,41,9,73548.3,2,1,1,140322.96,0
15565971,Thomas,711,France,Male,60,6,116747.65,2,1,1,15615.87,0
15565972,Sanchez,693,France,Female,21,5,161955.4,1,0,0,55625.25,1
15565973,Robert,736,Spain,Female,30,10,0.0,1,1,1,128804.44,0
15565974,Sanchez,518,Spain,Male,27,7,0.0,1,1,1,194397.39,0
15565975,Fischer,669,Spain,Male,27,8,120517.56,1,1,0,85823.83,0
15565976,Sanchez,642,France,Female,18,7,0.0,2,1,0,136227.13,0
15565977,Wagner,657,Germany,Male,36,8,158726.43,2,0,0,23981.48,0
15565978,Sanchez,605,France,Male,28,4,110920.39,1,0,0,12164.13,0
15565979,Bernard,699,Germany,Male,29,2,97467.53,1,1,0,38514.4,0
15565980,Bernard,571,France,Male,42,3,103501.73,2,1,0,120467.61,0
15565981,Becker,598,France,Female,40,3,92109.77,2,0,1,163832.66,0
15565982,Schmidt,587,France,Female,34,8,54206.1,1,1,1,78965.83,0
15565983,Schneider,732,Germany,Female,44,8,139219.07,2,1,1,143070.86,0
15565984,Robert,648,France,Female,39,0,142195.9,2,1,1,100529.24,0
15565985,Martin,605,France,Male,33,4,117915.78,1,1,1,165471.96,0
15565986,Martin,614,France,Male,45,1,122514.65,2,1,0,29775.76,0
15565987,Gomez,650,France,Female,49,4,0.0,1,0,0,120969.71,1
15565988,Hoffmann,805,Spain,Male,38,10,106006.63,1,1,1,186992.18,0
15565989,Bernard,531,France,Male,45,4,123763.09,1,1,1,26830.81,0
15565990,Mueller,714,France,Male,18,2,0.0,1,1,1,59995.2,0
15565991,Rodriguez,695,Spain,Male,70,3,93526.44,2,0,0,61897.47,0
15565992,Meyer,565,Germany,Male,25,6,65982.62,1,0,1,134044.95,0
15565993,Richard,790,Germany,Male,44,9,113267.51,2,1,1,158432.96,0
15565994,Schneider,701,Germany,Male,33,3,153041.08,2,1,1,131556.02,0
15565995,Petit,601,Spain,Male,30,2,96406.74,2,1,1,95043.75,0
15565996,Schneider,471,France,Male,67,9,124249.14,2,1,0,57600.71,0
15565997,Garcia,671,Spain,Male,34,3,0.0,2,0,1,186495.46,0
15565998,Fischer,645,Spain,Female,32,10,0.0,2,1,1,44442.64,0
15565999,Wagner,551,Germany,Female,32,1,115486.36,2,1,1,156146.28,0
15566000,Sanchez,549,Germany,Female,66,0,102691.5,2,0,1,39825.1,0
15566001,Richard,733,Germany,Female,65,4,116124.2,2,1,1,90341.84,1
15566002,Fischer,462,France,Female,39,8,69777.72,1,1,1,67255.25,0
15566003,Robert,680,France,Male,57,8,0.0,2,1,0,64584.85,0
15566004,Martin,632,Spain,Male,34,0,139789.09,1,1,1,68143.21,0
15566005,Bernard,697,Germany,Female,24,0,117754.67,1,0,1,166819.63,0
15566006,Richard,621,France,Female,34,7,0.0,1,1,1,54063.35,0
15566007,Schmidt,678,Spain,Male,26,6,0.0,2,1,1,52793.62,0
15566008,Garcia,578,Germany,Female,41,6,119243.46,1,1,1,73158.24,0
15566009,Martinez,645,France,Male,33,8,0.0,2,1,1,133492.31,0
15566010,Martinez,696,Germany,Male,29,4,148813.09,2,1,1,115267.51,0
15566011,Martin,664,Germany,Male,60,7,117775.97,2,1,0,90693.21,0
15566012,Moreau,686,France,Male,38,6,0.0,2,0,0,188538.7,0
15566013,Becker,560,Spain,Male,45,1,111835.18,1,1,0,42650.64,1
15566014,Wagner,593,France,Female,43,1,0.0,4,1,1,32869.98,1
15566015,Richard,594,France,Male,44,3,0.0,2,1,0,43558.34,0
15566016,Martinez,623,France,Male,57,0,162491.54,2,1,1,125170.48,0
15566017,Schulz,780,Germany,Male,18,9,174783.01,1,1,0,159858.34,0
15566018,Thomas,615,France,Female,42,4,0.0,1,1,0,151594.47,0
15566019,Martin,540,France,Female,77,4,41971.59,1,1,1,182999.12,0
15566020,Becker,701,Spain,Male,21,0,0.0,2,1,1,149157.92,0
15566021,Wagner,779,France,Male,22,4,121506.51,1,1,1,199963.1,0
15566022,Petit,528,Spain,Male,39,3,97206.22,1,1,1,114398.53,0
15566023,Gomez,839,Germany,Female,33,9,121040.96,1,1,0,199022.08,0
15566024,Meyer,689,Spain,Male,47,10,35475.07,2,1,0,112124.04,0
15566025,Thomas,749,Germany,Male,54,4,135195.78,2,1,0,25334.48,0
15566026,Gomez,790,France,Male,33,3,0.0,2,1,0,162842.83,0
15566027,Martin,743,France,Male,47,8,0.0,1,1,1,178354.25,0
15566028,Durand,639,Spain,Female,73,8,149108.68,2,1,0,95159.72,0
15566029,Martin,766,Spain,Male,27,2,0.0,2,0,0,38282.93,0
15566030,Moreau,674,France,Male,55,2,72764.03,1,0,0,187996.14,1
15566031,Martin,754,Germany,Female,73,2,135809.47,2,0,0,181238.38,0
15566032,Dubois,765,France,Female,33,6,140241.59,2,1,1,59950.62,0
15566033,Durand,545,Spain,Male,37,0,0.0,1,1,0,42338.19,0
15566034,Perez,726,Spain,Female,19,3,0.0,2,0,1,27803.06,0
15566035,Dubois,632,Spain,Female,59,8,114799.37,2,1,0,52089.85,1
15566036,Martin,663,Spain,Male,19,7,0.0,1,1,1,166611.65,0
15566037,Garcia,662,Spain,Male,34,2,97448.92,1,1,0,120767.7,0
15566038,Becker,658,France,Male,28,7,99937.16,2,1,0,101795.28,0
15566039,Weber,796,Spain,Male,33,5,0.0,1,1,0,180817.19,0
15566040,Weber,518,Germany,Male,26,9,82876.96,2,1,0,74912.54,0
15566041,Perez,484,Spain,Female,43,10,102325.06,2,0,0,98603.39,0
15566042,Schneider,464,Germany,Female,51,2,149669.88,1,0,1,191377.64,1
15566043,Hoffmann,752,France,Male,41,8,0.0,1,1,1,62537.68,0
15566044,Laurent,575,Germany,Male,22,9,134186.22,1,1,0,141498.49,0
15566045,Thomas,662,Germany,Male,59,6,157275.95,1,1,1,41925.64,0
15566046,Durand,638,France,Female,40,7,125864.61,2,0,1,115335.64,1
15566047,Becker,564,France,Female,42,9,128479.29,1,0,1,171766.76,0
15566048,Martinez,731,Germany,Male,43,10,143666.36,1,1,1,66697.23,0
15566049,Meyer,637,France,Female,40,1,139719.3,1,0,0,43389.65,0
15566050,Martinez,627,France,Male,38,2,0.0,1,1,1,176186.18,0
15566051,Weber,672,France,Female,23,6,162591.01,1,0,1,44047.13,0
15566052,Martin,719,Spain,Male,23,1,41817.05,2,1,1,182518.55,0
15566053,Becker,557,Spain,Male,44,5,134148.59,3,1,1,147509.21,1
15566054,Sanchez,733,France,Male,31,6,132292.67,2,1,0,42552.86,0
15566055,Bernard,789,Spain,Female,43,10,106447.36,1,1,1,180395.3,0
15566056,Martin,513,Germany,Female,57,10,135001.31,2,0,1,56893.84,1
15566057,Martinez,676,France,Female,71,5,120846.98,2,0,1,58604.87,0
